X,Y,objectid,pws_id,pws_type,county,owner,federal_id,state_id,source_name,well_yield_gpm,well_depth,reg_name,system_name,system_address,system_city,system_state,system_zip,system_connections,system_population,owner_address,owner_city,owner_state,owner_zip,wsw_class,intake_location,source_availability,source_type,pws_type_description
408170.387697421,174412.645800345,1013,NC0136231   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14731,S01,WELL #1,60,156,MOORESVILLE REGIONAL OFFICE,KNOLLWOOD S/D,-,DALLAS,NC,28034,18,46,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
403876.566297417,167540.311400345,1014,NC0136235   ,Community,GASTON,"BRENTWOOD MHP, LLC_0136235",14735,S01,WELL #1,36,138,MOORESVILLE REGIONAL OFFICE,BRENTWOOD MHP,-,GASTONIA,NC,28052,39,99,9789 CHARLOTTE HWY,FORT MILL,SC,29707, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
407355.79869742,184163.900500348,1015,NC0136237   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14738,S02,WELL #2,40,185,MOORESVILLE REGIONAL OFFICE,GOODWILL ACRES,-,GASTONIA,NC,28052,54,137,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
407180.172897423,183986.530300345,1016,NC0136237   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14739,S03,WELL #3,30,500,MOORESVILLE REGIONAL OFFICE,GOODWILL ACRES,-,GASTONIA,NC,28052,54,137,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
416311.844397419,180054.362600345,1017,NC0136239   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14742,S01,WELL #1,80,,MOORESVILLE REGIONAL OFFICE,HELMS WATER SYSTEM,-,STANLEY,NC,28164,34,86,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
416413.530297424,179976.399400344,1018,NC0136239   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14743,S02,WELL #2,80,,MOORESVILLE REGIONAL OFFICE,HELMS WATER SYSTEM,-,STANLEY,NC,28164,34,86,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
421436.967997427,174653.909300346,1019,NC0136240   ,Community,GASTON,"MOODY, JOYCE",14744,S01,WELL #1,25,180,MOORESVILLE REGIONAL OFFICE,HICKORY GROVE MHP,-,DALLAS,NC,28034,27,69,150 DALLAS-BESSEMER CITY HWY,DALLAS,NC,28034, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404209.157897419,168891.220500346,1020,NC0136241   ,Community,GASTON,"REDNOUR, WAYNE",14745,S01,WELL #1,80,,MOORESVILLE REGIONAL OFFICE,MOUNTAIN VILLAGE MHP,314 ARCHIE WHITESIDE RD,GASTONIA,NC,28052,47,44,1003 OATES RD,BESSEMER CITY,NC,28016, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
412108.635297418,163198.785100346,1021,NC0136242   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14746,S01,WELL #1,75,,MOORESVILLE REGIONAL OFFICE,FAIRFAX S/D,ROBINSON CIRCLE,GASTONIA,NC,28056,59,150,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
412203.862897419,162892.794300344,1022,NC0136242   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14747,S02,WELL #2,80,405,MOORESVILLE REGIONAL OFFICE,FAIRFAX S/D,ROBINSON CIRCLE,GASTONIA,NC,28056,59,150,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
421135.783797421,172883.564400345,1023,NC0136243   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14748,S01,WELL #1,9,322,MOORESVILLE REGIONAL OFFICE,EAST GASTON MHP,-,MCADENVILLE,NC,28101,49,124,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
408138.046497421,185192.311400346,1024,NC0136244   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14749,S02,WELL #2,20,360,MOORESVILLE REGIONAL OFFICE,GALLAGHER TRAILS S/D,-,DALLAS,NC,28034,42,106,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
408041.735397421,185354.582200345,1025,NC0136244   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14750,S03,WELL #3,6,430,MOORESVILLE REGIONAL OFFICE,GALLAGHER TRAILS S/D,-,DALLAS,NC,28034,42,106,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
408035.748997424,185363.149200344,1026,NC0136244   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14751,S04,WELL #4,25,900,MOORESVILLE REGIONAL OFFICE,GALLAGHER TRAILS S/D,-,DALLAS,NC,28034,42,106,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
411671.328897423,160542.399700353,1027,NC0136249   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14758,S01,WELL #1,51,450,MOORESVILLE REGIONAL OFFICE,CEDAR GROVE S/D,CEDAR GROVE RD,GASTONIA,NC,28056,159,462,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
411851.693897419,160441.809200343,1028,NC0136249   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14759,S02,WELL #2,51,450,MOORESVILLE REGIONAL OFFICE,CEDAR GROVE S/D,CEDAR GROVE RD,GASTONIA,NC,28056,159,462,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
411422.887897425,160828.673900345,1029,NC0136249   ,Community,GASTON,AQUA NORTH CAROLINA INC.,74444,S04,WELL #3,10,235,MOORESVILLE REGIONAL OFFICE,CEDAR GROVE S/D,CEDAR GROVE RD,GASTONIA,NC,28056,159,462,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
413096.45889742,179079.269600349,1030,NC0136250   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14760,S01,WELL #1,125,300,MOORESVILLE REGIONAL OFFICE,CEDAR VALLEY,-,DALLAS,NC,28034,26,66,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
400152.080197425,180207.199400345,1031,NC0136252   ,Community,GASTON,"ARCHIMEDES GROUP, LLC",14763,S01,WELL #1,8,245,MOORESVILLE REGIONAL OFFICE,ARCHDALE/TRYON MHP,100 ARCHDALE DRIVE,CHERRYVILLE,NC,28021,29,74,PO BOX 4113,ROCK HILL,SC,29732, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
413231.027697422,161954.028300345,1032,NC0136261   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14773,S01,WELL #1,100,127,MOORESVILLE REGIONAL OFFICE,FOX RUN S/D,-,GASTONIA,NC,28052,203,516,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
414027.513297425,161858.755600346,1033,NC0136261   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14774,S04,WELL #2 CRAIG GARDENS,26,185,MOORESVILLE REGIONAL OFFICE,FOX RUN S/D,-,GASTONIA,NC,28052,203,516,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
413231.63369742,161952.572700344,1034,NC0136261   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14775,S03,WELL #3,100,140,MOORESVILLE REGIONAL OFFICE,FOX RUN S/D,-,GASTONIA,NC,28052,203,516,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
422821.08299742,174929.621100349,1035,NC0136262   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14776,S01,WELL #1,21,860,MOORESVILLE REGIONAL OFFICE,BRIAR CREEK S/D,-,MOUNT HOLLY,NC,28012,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
422896.791797423,174913.852100348,1036,NC0136262   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14778,S03,WELL #3,5,1030,MOORESVILLE REGIONAL OFFICE,BRIAR CREEK S/D,-,MOUNT HOLLY,NC,28012,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
418639.804997423,159262.983700346,1037,NC0136265   ,Community,GASTON,"BETHEL PARTNERS, LLC",14781,S01,WELL #1,25,180,MOORESVILLE REGIONAL OFFICE,MAGNOLIA MHP,160 STARLING DRIVE,GASTONIA,NC,28056,38,94,"331 OAK GROVE RD, LOT 10",KINGS MOUNTAIN,NC,28086, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
403705.224897423,163676.285200346,1038,NC0136267   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14783,S01,WELL #1,60,442,MOORESVILLE REGIONAL OFFICE,OAKLEY PARK  NO 2,WHITEHORSE RD,GASTONIA,NC,28052,127,323,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
403418.805997423,163820.183400346,1039,NC0136267   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14784,S02,WELL #2,43,,MOORESVILLE REGIONAL OFFICE,OAKLEY PARK  NO 2,WHITEHORSE RD,GASTONIA,NC,28052,127,323,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
405455.101597421,164374.234600347,1040,NC0136268   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14785,S01,WELL #1,100,105,MOORESVILLE REGIONAL OFFICE,OLD PROVIDENCE S/D,-,GASTONIA,NC,28052,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
405461.37089742,164341.360200346,1041,NC0136268   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14786,S02,WELL #2,20,745,MOORESVILLE REGIONAL OFFICE,OLD PROVIDENCE S/D,-,GASTONIA,NC,28052,55,140,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
411097.63629742,165222.158700347,1042,NC0136280   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14803,S01,WELL #1,15,385,MOORESVILLE REGIONAL OFFICE,OLD SOUTH LANE S/D,-,GASTONIA,NC,28052,13,30,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404318.105497421,168262.376200344,1043,NC0136283   ,Community,GASTON,SUBURBAN MHP LLC,14807,S01,WELL #1,40,200,MOORESVILLE REGIONAL OFFICE,SUBURBAN MHP,-,GASTONIA,NC,28052,43,91,9789 CHARLOTTE HWY,FORT MILL,SC,29707, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
421411.233397425,172149.725700345,1044,NC0136286   ,Community,GASTON,"AZALEA MHP, LLC",14810,S01,WELL #1,20,100,MOORESVILLE REGIONAL OFFICE,AZALEA HILLS MHP,-,GASTONIA,NC,28056,40,80,136 MAIN STREET,PINEVILLE,NC,28134, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
410403.96629742,162143.496500349,1045,NC0136287   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14811,S01,WELL #1,80,488,MOORESVILLE REGIONAL OFFICE,WESLEY ACRES  NO 2,WESLEY DR,GASTONIA,NC,28052,66,168,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
410442.08789742,161653.780300342,1046,NC0136287   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14812,S02,WELL #2,80,200,MOORESVILLE REGIONAL OFFICE,WESLEY ACRES  NO 2,WESLEY DR,GASTONIA,NC,28052,66,168,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
420719.05399742,162337.555700345,1047,NC0136290   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14815,S01,WELL #1,84,240,MOORESVILLE REGIONAL OFFICE,FARMWOOD S/D(COUNTRYWOODS S/D),WOODS DR,GASTONIA,NC,28052,97,246,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
420986.993097418,162280.144100346,1048,NC0136290   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14816,S02,WELL #2,50,405,MOORESVILLE REGIONAL OFFICE,FARMWOOD S/D(COUNTRYWOODS S/D),WOODS DR,GASTONIA,NC,28052,97,246,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
422255.133897425,171639.974600347,1049,NC0136291   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14817,S01,WELL #1,63,145,MOORESVILLE REGIONAL OFFICE,FOREST ACRES,-,MCADENVILLE,NC,28101,38,97,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
422265.326197424,171565.533900345,1050,NC0136291   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14818,S02,WELL #2,50,165,MOORESVILLE REGIONAL OFFICE,FOREST ACRES,-,MCADENVILLE,NC,28101,38,97,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
413046.693097421,178092.817600345,1051,NC0136293   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14821,S02,WELL #2,50,180,MOORESVILLE REGIONAL OFFICE,MCCONNELL S/D,KISER DAIRY RD,DALLAS,NC,28034,49,124,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
413418.457797425,178346.921700351,1052,NC0136293   ,Community,GASTON,AQUA NORTH CAROLINA INC.,69649,S03,WELL #3,65,505,MOORESVILLE REGIONAL OFFICE,MCCONNELL S/D,KISER DAIRY RD,DALLAS,NC,28034,49,124,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
417682.72519742,167094.940200344,1053,NC0136294   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14822,S01,WELL #1,25,305,MOORESVILLE REGIONAL OFFICE,AUTUMN ACRES S/D,-,GASTONIA,NC,28034,33,84,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
417775.147597417,167447.591800347,1054,NC0136294   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14823,S02,WELL #2,75,300,MOORESVILLE REGIONAL OFFICE,AUTUMN ACRES S/D,-,GASTONIA,NC,28034,33,84,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
402709.026597417,179097.263100343,1055,NC0136300   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14832,S01,WELL #1,29,420,MOORESVILLE REGIONAL OFFICE,GLENNBURN S/D,-,DALLAS,NC,28034,29,73,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
422517.905897425,173835.218500344,1056,NC0136303   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14835,S01,WELL #1,35,800,MOORESVILLE REGIONAL OFFICE,HICKORY RIDGE S/D,-,MOUNT HOLLY,NC,28012,70,178,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
422430.561197424,173829.817200348,1057,NC0136303   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14836,S02,WELL #2,27,600,MOORESVILLE REGIONAL OFFICE,HICKORY RIDGE S/D,-,MOUNT HOLLY,NC,28012,70,178,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404696.160697421,167966.517100345,1058,NC0136304   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14837,S01,WELL #1,40,,MOORESVILLE REGIONAL OFFICE,LAUREL WOODS S/D,-,GASTONIA,NC,28052,62,157,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404710.120997422,168020.126600347,1059,NC0136304   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14838,S02,WELL #2,65,500,MOORESVILLE REGIONAL OFFICE,LAUREL WOODS S/D,-,GASTONIA,NC,28052,62,157,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
418780.260297421,159300.072500348,1060,NC0136310   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14847,S01,WELL #1,22,,MOORESVILLE REGIONAL OFFICE,SOUTH HILL S/D,-,GASTONIA,NC,28052,12,30,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404742.014697418,171736.332500342,1061,NC0136312   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14849,S01,WELL #1,15,160,MOORESVILLE REGIONAL OFFICE,WINDWOOD ACRES S/D,-,BESSEMER CITY,NC,28016,22,56,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
407919.333797418,180986.105100345,1062,NC0136313   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14850,S01,WELL #1,25,210,MOORESVILLE REGIONAL OFFICE,WIMBLEDON S/D,-,DALLAS,NC,28034,41,104,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
420241.98749742,180977.716300348,1063,NC0136320   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14857,S01,WELL #2,25,260,MOORESVILLE REGIONAL OFFICE,EAST CHESTNUT ST EXT,EAST CHESTNUT STREET,STANLEY,NC,28034,84,213,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
420693.757797421,181170.629000345,1064,NC0136320   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14858,S02,WELL #3,80,120,MOORESVILLE REGIONAL OFFICE,EAST CHESTNUT ST EXT,EAST CHESTNUT STREET,STANLEY,NC,28034,84,213,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
420809.415497423,181476.780400343,1065,NC0136320   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14859,S03,WELL #4,80,230,MOORESVILLE REGIONAL OFFICE,EAST CHESTNUT ST EXT,EAST CHESTNUT STREET,STANLEY,NC,28034,84,213,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
405647.220897421,163029.406700345,1066,NC0136324   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14865,S03,WELL #3-SECT 1,53,160,MOORESVILLE REGIONAL OFFICE,RAINTREE S/D,GREENWOOD DR,GASTONIA,NC,28052,190,482,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
406226.120197422,162746.398600344,1067,NC0136324   ,Community,GASTON,AQUA NORTH CAROLINA INC.,75587,S06,WELL #6,10,,MOORESVILLE REGIONAL OFFICE,RAINTREE S/D,GREENWOOD DR,GASTONIA,NC,28052,190,482,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
405626.90649742,163037.299400352,1068,NC0136324   ,Community,GASTON,AQUA NORTH CAROLINA INC.,76306,S07,WELL #7,137,250,MOORESVILLE REGIONAL OFFICE,RAINTREE S/D,GREENWOOD DR,GASTONIA,NC,28052,190,482,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
408914.162597421,165312.672100345,1069,NC0136329   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14872,S02,WELL #2,10,165,MOORESVILLE REGIONAL OFFICE,PINEVIEW S/D,-,GASTONIA,NC,28053,23,58,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
424887.72119742,163631.42990035,1070,NC0136335   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14879,S01,WELL #1,25,105,MOORESVILLE REGIONAL OFFICE,SOUTH HILL ESTATE III,-,BELMONT,NC,28012,41,102,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
414833.564897418,162929.381800344,1071,NC0136336   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14880,S01,WELL #1,60,490,MOORESVILLE REGIONAL OFFICE,WOODLEIGH S/D,-,GASTONIA,NC,28052,70,178,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
415400.607397422,162870.466000345,1072,NC0136336   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14881,S03,WELL #3,25,345,MOORESVILLE REGIONAL OFFICE,WOODLEIGH S/D,-,GASTONIA,NC,28052,70,178,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404929.720597423,164988.072000345,1073,NC0136337   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14883,S01,WELL #1,35,300,MOORESVILLE REGIONAL OFFICE,FALLSCREST II S/D,-,GASTONIA,NC,28056,140,356,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
404912.235597423,165028.191300347,1074,NC0136337   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14884,S02,WELL #2,35,300,MOORESVILLE REGIONAL OFFICE,FALLSCREST II S/D,-,GASTONIA,NC,28056,140,356,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
405713.843697422,165206.684600344,1075,NC0136337   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14885,S03,WELL #3,32,850,MOORESVILLE REGIONAL OFFICE,FALLSCREST II S/D,-,GASTONIA,NC,28056,140,356,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
425039.812697418,163114.941000344,1076,NC0136338   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14886,S02,WELL #2 (BROOKFOREST),35,300,MOORESVILLE REGIONAL OFFICE,SOUTH FOREST S/D,-,BELMONT,NC,28012,62,84,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
425081.805497424,163021.770300345,1077,NC0136338   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14887,S01,WELL #1,60,186,MOORESVILLE REGIONAL OFFICE,SOUTH FOREST S/D,-,BELMONT,NC,28012,62,84,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
409980.981197424,162911.110200346,1078,NC0136339   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14888,S01,WELL #1,35,510,MOORESVILLE REGIONAL OFFICE,AMY ACRES S/D,BENFIELD RD,GASTONIA,NC,28052,190,358,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
409724.475397422,162757.334400345,1079,NC0136339   ,Community,GASTON,AQUA NORTH CAROLINA INC.,14889,S02,WELL #2,77,200,MOORESVILLE REGIONAL OFFICE,AMY ACRES S/D,BENFIELD RD,GASTONIA,NC,28052,190,358,202 MACKENAN COURT,CARY,NC,27511, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
411126.23089742,161092.269400347,1080,NC0136342   ,Community,GASTON,CAROLINA WATER SERVICE INC OF NC,14892,S01,WELL #1,84,450,MOORESVILLE REGIONAL OFFICE,SADDLEWOOD II S/D,WILDWOOD RD,GASTONIA,NC,28052,126,320,PO BOX 240908,CHARLOTTE,NC,28224, , ,Permanent,Groundwater,"Serves 15+ connections or regularly serves 25+ year-round residents. ex. cities, towns, subdivisions."
